date,store,item,quantity,price,total,original_price,corrected_price,price_was_total_flag
2026-01-20,Walmart,"Scott 1000 Toilet Paper, 12 Rolls, 1,000 Sheets per Roll",1.0,10.9700,10.9700,10.97,10.9700,yes
2026-01-20,Walmart,"Finish Jet-Dry Rinse Aid, Dishwasher Rinse Agent and Drying Agent, 8.45 oz",1.0,4.9400,4.9400,4.94,4.9400,yes
2026-01-20,Walmart,"Snack Factory Garlic Parmesan Pretzel Crisps, 14 oz Party Size Bag",1.0,5.3200,5.3200,5.32,5.3200,yes
2026-01-20,Walmart,"PopCorners No Artificial Colors or Flavors White Cheddar Popped Corn Chips Bag, 7 oz",1.0,3.9800,3.9800,3.98,3.9800,yes
2026-01-20,Walmart,"PLANTERS Deluxe Honey Roasted Whole Cashews, Sweet and Salty Snacks, Plant Based Protein, 8.25 oz Steel Can",1.0,7.42,7.42,7.42,,no
2026-01-20,Walmart,"Blue Diamond Almonds, Lightly Salted Snack Almonds perfect for lunches and on-the-go, 25 oz.",1.0,11.4800,11.4800,11.48,11.4800,yes
2026-01-20,Walmart,"Tostitos Scoops! Tortilla Chips Multigrain, 10 oz Bag",2.0,3.9700,7.9400,7.94,3.9700,yes
2026-01-20,Walmart,"Hidden Valley Original Ranch Dipping Sauce Salad Dressing and Topping, 20 fl oz Easy Squeeze Bottle",1.0,4.9700,4.9700,4.97,4.9700,yes
2026-01-20,Walmart,"Swanson White Premium Chunk Chicken Breast with Rib Meat in Water, 12.5 oz. (Pack of 2)",1.0,7.6200,7.6200,7.62,7.6200,yes
2026-01-20,Walmart,"Kodiak Protein-Packed Power Cakes Buttermilk Pancake and Waffle Mix, 20 oz Box",2.0,11.44,22.88,11.44,,no
2026-01-20,Walmart,"Pepperidge Farm White Hot Dog Buns, Top Sliced, 8-Pack Bag",2.0,3.3700,6.7400,6.74,3.3700,yes
2026-01-20,Walmart,"Oscar Mayer Turkey Franks Hot Dogs, 16 oz, 10 ct Pack",1.0,3.9700,3.9700,3.97,3.9700,yes
2026-01-20,Walmart,"Planet Oat Oat Milk, Velvety & Smooth, Barista Lovers, 52 fl oz",1.0,3.3800,3.3800,3.38,3.3800,yes
2026-01-20,Walmart,"bubly Sparkling Water, The Super Mario Galaxy Movie Lime, Zero Sugar & Zero Calories, 12 fl oz Cans (8 pack)​",1.0,4.2800,4.2800,4.28,4.2800,yes
2026-01-20,Walmart,"SUPERPRETZEL Bavarian Soft Pretzel Sticks, 24 oz, 10 Count (Frozen)",1.0,5.9700,5.9700,5.97,5.9700,yes
2026-01-20,Walmart,"Great Value Original Whipped Cream Cheese Spread, 12 oz Tub",1.0,2.9200,2.9200,2.92,2.9200,yes
2026-01-20,Walmart,"Nature's Own WhiteWheat Healthy White Bread, Sliced White Bread Loaf, 20 oz, Shelf-Stable",1.0,3.6200,3.6200,3.62,3.6200,yes
2026-01-20,Walmart,"bubly Sparkling Water, The Super Mario Galaxy Movie Cherry, Zero Sugar & Zero Calories ,12 fl oz Cans (8 pack)​",1.0,4.2800,4.2800,4.28,4.2800,yes
2026-01-20,Walmart,"Great Value Colby & Monterey Jack Cheese Snack, 9 oz Bag, 12 Cheese Sticks",2.0,2.5600,5.1200,5.12,2.5600,yes
2026-01-20,Walmart,"PopCorners No Artificial Colors or Flavors Kettle Corn Popped Corn Chips Bag, 7 oz​",1.0,3.9800,3.9800,3.98,3.9800,yes
2026-01-20,Walmart,"PopCorners No Artificial Colors or Flavors Spicy Queso Popped Corn Chips Bag, 7 oz​",1.0,3.9800,3.9800,3.98,3.9800,yes
2026-01-20,Walmart,"Philadelphia Cream Cheese, 2 Blocks, for Recipes and Baking, Original, No Artificial Preservatives, Flavors or Dye, 8 oz",1.0,4.8600,4.8600,4.86,4.8600,yes
2026-01-20,Walmart,"Pacific Foods Organic Creamy Tomato Soup, 32 oz Carton",1.0,4.1200,4.1200,4.12,4.1200,yes
2026-01-20,Walmart,"Great Value Wide Egg Noodles, 16 oz",1.0,1.7400,1.7400,1.74,1.7400,yes
2026-01-20,Walmart,"Great Value Reduced Sodium Gluten-Free Chicken Broth, 32 oz Carton (Shelf-Stable)",3.0,1.5000,4.5000,4.5,1.5000,yes
2026-01-20,Walmart,"Jimmy Dean Premium Pork Regular Sausage Roll, 16 oz",1.0,3.9700,3.9700,3.97,3.9700,yes
2026-01-20,Walmart,"Great Value Large White Eggs, 36 Count",1.0,5.8200,5.8200,5.82,5.8200,yes
2026-01-20,Walmart,"Pillsbury Grands! Southern Style Frozen Breakfast Biscuits, Value Pack, 20 ct., 41.6 oz",1.0,5.4200,5.4200,5.42,5.4200,yes
2026-01-20,Walmart,"Smithfield Hickory Smoked Bacon, 16 oz, Gluten-Free, No MSG",1.0,5.9700,5.9700,5.97,5.9700,yes
2026-01-20,Walmart,"Great Value Dark Green Sanding Sugar, 3.5 oz",1.0,1.7700,1.7700,1.77,1.7700,yes
2026-01-20,Walmart,"Perdue Harvestland, Free Range, Fresh Chicken Breast Tenderloin Pieces, 0.8-1.7lb. Tray",1.0,7.0400,7.0400,7.04,7.0400,yes
2026-01-20,Walmart,"Fresh Glorys Cherry Tomatoes, 10 oz Package",1.0,2.7300,2.7300,2.73,2.7300,yes
2026-01-21,Walmart,"King Arthur Baking Company Non-GMO Project Verified, Certified Kosher Unbleached All Purpose Flour, 10 lb Bag",1.0,9.98,9.98,9.98,,no
2026-01-21,Walmart,"Fresh Whole Carrots, 5 lb Bag",1.0,4.7700,4.7700,4.77,4.7700,yes
2026-01-21,Walmart,"Fresh Celery Sticks, 20 oz Bag",1.0,2.9600,2.9600,2.96,2.9600,yes
2026-01-21,Walmart,"Fresh Slicing Tomato, Each",2.0,1.035,2.07,1.035,,no
2026-01-21,Walmart,"Great Value Disposable Paper Plates, 10"", 150 Count",1.0,12.1300,12.1300,12.13,12.1300,yes
2026-01-21,Walmart,"Secret Aluminum Free Women's Deodorant Solid, Cotton, 2.4 oz",1.0,6.9700,6.9700,6.97,6.9700,yes
2026-01-21,Walmart,"BelGioioso Gluten-Free Asiago Specialty Cheese Wedge, 8 oz",1.0,5.4200,5.4200,5.42,5.4200,yes
2026-01-21,Walmart,"Great Value Muenster Deli Style Sliced Cheese, 8 oz, 12 Slices",2.0,1.6700,3.3400,3.34,1.6700,yes
2026-01-21,Walmart,"Great Value Canned Pineapple Tidbits, 20 oz",1.0,1.6200,1.6200,1.62,1.6200,yes
2026-01-21,Walmart,"Great Value Turkey Pepperoni Slices, 5 oz",1.0,2.9200,2.9200,2.92,2.9200,yes
2026-01-21,Walmart,"Goya Artichoke Hearts, 6 oz",1.0,2.0800,2.0800,2.08,2.0800,yes
2026-01-21,Walmart,Montchevre® Original Crumbled Refrigerated Goat Cheese Plastic Cup 4 oz,2.0,3.8700,7.7400,7.74,3.8700,yes
2026-01-21,Walmart,"Marketside Plain Goat Cheese, 4 oz",2.0,1.8700,3.7400,3.74,1.8700,yes
2026-01-21,Walmart,"Marketside Organic Baby Arugula Salad, 5 oz Clam Shell (Fresh)",1.0,2.6600,2.6600,2.66,2.6600,yes
2026-01-21,Walmart,"Great Value Italian Style Finely Shredded Cheese, 16 oz Bag",2.0,3.4800,6.9600,6.96,3.4800,yes
2026-01-21,Walmart,"Classico Signature Recipes Traditional Pizza Sauce, 14 oz Jar",1.0,2.9700,2.9700,2.97,2.9700,yes
2026-01-21,Walmart,"Great Value Whole Vitamin D Milk, Gallon, 128 fl oz",1.0,2.1800,2.1800,2.18,2.1800,yes
2026-01-21,Walmart,"Oikos Triple Zero 17g Protein, 0g Added Sugar, Fat Free Vanilla Greek Yogurt Tub, 32 oz",2.0,12.54,25.08,12.54,,no
2026-01-21,Walmart,"Oikos Triple Zero 15g Protein, 0g Added Sugar, Fat Free Vanilla Greek Yogurt Cups, 5.3 oz, 4 Count",1.0,4.83,4.83,4.83,,no
2026-01-21,Walmart,Marketside Envy Apples 3 Lb Bag,1.0,5.9700,5.9700,5.97,5.9700,yes
2026-01-27,Walmart,"Swanson White Premium Chunk Chicken Breast with Rib Meat in Water, 12.5 oz. (Pack of 2)",3.0,7.6200,22.8600,22.86,7.6200,yes
2026-01-27,Walmart,"Vermont Creamery Classic Goat Cheese Log, 4 oz",1.0,3.9800,3.9800,3.98,3.9800,yes
2026-01-27,Walmart,"Bush's Black Beans, Canned Beans, 15 oz",4.0,1.2800,5.1200,5.12,1.2800,yes
2026-01-27,Walmart,"Betty Crocker Favorites Super Moist Yellow Cake Mix, 13.25 oz",1.0,1.4700,1.4700,1.47,1.4700,yes
2026-01-27,Walmart,"Oral‑B Floss, Glide Ultra Deep Clean Floss Picks 75 Count",1.0,4.9700,4.9700,4.97,4.9700,yes
2026-01-27,Walmart,"Crest Pro‑Health Advanced Fluoride Mouthwash, Alcohol‑Free Mouth Rinse for Whitening, Energizing Mint, 32 fl oz",2.0,7.1700,14.3400,14.34,7.1700,yes
2026-01-27,Walmart,"Frank's RedHot Kosher Original Cayenne Pepper Hot Sauce, 23.0 fl oz Bottle",1.0,5.9800,5.9800,5.98,5.9800,yes
2026-01-27,Walmart,"Scott Paper Towels, Choose-A-Sheet, 6 Double Rolls",1.0,6.8400,6.8400,6.84,6.8400,yes
2026-01-27,Walmart,"Tostitos Scoops! Tortilla Chips Multigrain, 10 oz Bag",2.0,3.9700,7.9400,7.94,3.9700,yes
2026-01-27,Walmart,"Pace Chunky Medium Salsa, 64 oz Bottle",1.0,7.9300,7.9300,7.93,7.9300,yes
2026-01-27,Walmart,"Nature Valley Protein Oats and Honey Granola, Family Size Pouch, 17 oz",1.0,5.98,5.98,5.98,,no
2026-01-27,Walmart,"Jell-O French Vanilla Instant Pudding & Pie Filling Mix, 3.4 oz Box",1.0,1.4800,1.4800,1.48,1.4800,yes
2026-01-27,Walmart,"Pillsbury Creamy Supreme Chocolate Fudge Flavored Frosting, 16 oz Tub",2.0,1.8600,3.7200,3.72,1.8600,yes
2026-01-27,Walmart,"Nestle Toll House Milk Chocolate Regular Baking Chips,  11.5 oz Bag",1.0,4.6800,4.6800,4.68,4.6800,yes
2026-01-27,Walmart,"Great Value Dried Philippine Mango, 6 oz",1.0,4.3700,4.3700,4.37,4.3700,yes
2026-01-27,Walmart,"Oikos Pro 23g Protein, Mango Pineapple Cultured Dairy Drink Bottle, 7 fl oz",4.0,7.76,31.04,7.76,,no
2026-01-27,Walmart,"Oikos Triple Zero 17g Protein, 0g Added Sugar, Fat Free Vanilla Greek Yogurt Tub, 32 oz",1.0,6.27,6.27,6.27,,no
2026-01-27,Walmart,"Freshness Guaranteed Sliced Sourdough Bread Loaf, 24 oz",1.0,4.2400,4.2400,4.24,4.2400,yes
2026-01-27,Walmart,"Philadelphia Cream Cheese, 2 Blocks, for Recipes and Baking, Original, No Artificial Preservatives, Flavors or Dye, 8 oz",2.0,4.8600,9.7200,9.72,4.8600,yes
2026-01-27,Walmart,"Great Value Uncooked Original Breakfast Pork Sausage Links, 12 oz Package",1.0,2.4200,2.4200,2.42,2.4200,yes
2026-01-27,Walmart,"Great Value Original Whipped Cream Cheese Spread, 12 oz Tub",1.0,2.9200,2.9200,2.92,2.9200,yes
2026-01-27,Walmart,"Dial Antibacterial Defense Fresh Lavender Scent Foaming Hand Soap, 7.5 fl oz",2.0,2.4700,4.9400,4.94,2.4700,yes
2026-01-27,Walmart,Chobani 20G Protein Low-Fat Greek Yogurt Drink Strawberries & Cream 10 fl oz Bottle,4.0,9.28,37.12,9.28,,no
2026-01-27,Walmart,"Oikos Pro Shots 10g Protein, Mixed Berry Cultured Dairy Drinks Bottles, 3.1 fl oz, 6 Count​",1.0,5.14,5.14,5.14,,no
2026-01-27,Walmart,"bubly Sparkling Water, The Super Mario Galaxy Movie Lime, Zero Sugar & Zero Calories, 12 fl oz Cans (8 pack)​",1.0,4.2800,4.2800,4.28,4.2800,yes
2026-01-27,Walmart,"bubly Sparkling Water, The Super Mario Galaxy Movie Cherry, Zero Sugar & Zero Calories ,12 fl oz Cans (8 pack)​",1.0,4.2800,4.2800,4.28,4.2800,yes
2026-01-27,Walmart,"Planet Oat, Original Oatmilk, Dairy Free, 52 oz, Refrigerated Cardboard Carton",1.0,3.3800,3.3800,3.38,3.3800,yes
2026-01-27,Walmart,"Gordo's Original Queso Cheese Dip, 16 oz, Refrigerated Dip",1.0,4.9800,4.9800,4.98,4.9800,yes
2026-01-27,Walmart,"SUPERPRETZEL Bavarian Soft Pretzel Sticks, 24 oz, 10 Count (Frozen)",2.0,5.9700,11.9400,11.94,5.9700,yes
2026-01-27,Walmart,"Bagel Bites Three Cheese Mini Pizza Bagel Frozen Snacks, 40 ct Box",1.0,9.9800,9.9800,9.98,9.9800,yes
2026-01-27,Walmart,"Great Value Oven Roasted Turkey Breast Lunchmeat, 16 oz, Plastic Tub, Refrigerated",2.0,5.9700,11.9400,11.94,5.9700,yes
2026-01-27,Walmart,"""JIFFY"" Corn Muffin Mix, 8.5 oz Box",1.0,0.6700,0.6700,0.67,0.6700,yes
2026-01-27,Walmart,"Great Value Sharp Cheddar Finely Shredded Cheese, 16 oz Bag",2.0,3.4800,6.9600,6.96,3.4800,yes
2026-01-27,Walmart,Marketside Envy Apples 3 Lb Bag,1.0,5.9700,5.9700,5.97,5.9700,yes
2026-01-27,Walmart,"Fresh Glorys Cherry Tomatoes, 10 oz Package",1.0,2.7300,2.7300,2.73,2.7300,yes
2026-01-27,Walmart,"Pacific Foods Organic Roasted Red Pepper and Tomato Soup, 32 oz Carton",2.0,4.1200,8.2400,8.24,4.1200,yes
2026-01-28,Target,Tazo Classic Chai Latte Black Tea Concentrate - 32 fl oz,1.0,5.79,5.79,5.79,,no
2026-01-28,Target,Entertainment Collection Crackers Variety Pack - 13.1oz - Good & Gather™,1.0,4.69,4.69,4.69,,no
2026-01-28,Target,Tazo Organic Green Ginger Tea Bags - 16ct,1.0,4.29,4.29,4.29,,no
2026-01-28,Target,Tazo Passion Herbal Tea Bags - 20ct,1.0,4.29,4.29,4.29,,no
2026-01-28,Target,Applegate Natural Uncured Peppered Genoa Salami - 4oz,2.0,5.99,11.98,5.99,,no
2026-01-28,Target,Tazo Wild Sweet Orange Caffeine-Free Herbal Tea Bags - 20ct,1.0,4.29,4.29,4.29,,no
2026-01-28,Target,Low Sodium Black Beans - 15.5oz - Good & Gather™,2.0,0.99,1.98,0.99,,no
2026-01-28,Target,Hass Avocados - 4ct - Good & Gather™,1.0,2.29,2.29,2.29,,no
2026-01-28,Target,Siete Mild Taco Seasoning - 1.31oz,1.0,1.0,1.0,1.0,,no
2026-01-28,Target,Pacific Foods Organic Gluten Free Creamy Tomato Soup - 32oz,2.0,3.49,6.98,3.49,,no
2026-01-28,Target,"Finish Jet-Dry Rinse Aid, Dishwasher Rinse & Drying Agent - 8.45 fl oz: Plastic Bottle,",1.0,4.99,4.99,4.99,,no
2026-01-28,Target,Cascade Complete Dishwashing Liquid Gel Fresh Detergent - 120 fl oz,1.0,10.99,10.99,10.99,,no
2026-01-28,Target,GoGo SqueeZ No Sugar Added Applesauce and Fruit Puree Apple Apple - 3.2oz/20ct,1.0,10.99,10.99,10.99,,no
2026-01-28,Target,Tide Free & Gentle Unscented HE Deep Cleaning Concentrated Liquid Laundry,1.0,19.99,19.99,19.99,,no
2026-01-28,Target,General Mills Cheerios Honey Nut Breakfast Cereal - 27.2oz,1.0,6.19,6.19,6.19,,no
2026-01-28,Target,Goodnites Boys' Disposable Nighttime Underwear - Size XS - 44ct | HRA/FSA Eligible,1.0,29.99,29.99,29.99,,no
2026-01-28,Target,Kettle Brand Sea Salt and Vinegar Kettle Potato Chips - 7.5oz,1.0,3.99,3.99,3.99,,no
2026-01-28,Target,Creamy Peanut Butter - 40oz - Good & Gather™,1.0,3.69,3.69,3.69,,no
2026-01-28,Target,Grade A Large Eggs - 18ct - Good & Gather™ (Packaging May Vary),1.0,2.99,2.99,2.99,,no
2026-01-28,Target,Popcorners White Cheddar Sharing Size - 7oz,1.0,4.79,4.79,4.79,,no
2026-01-28,Target,Popcorners Kettle Corn Snacks Sharing Size - 7oz,1.0,4.79,4.79,4.79,,no
2026-02-04,Walmart,"Pepperidge Farm Butter Hot Dog Buns, Top Sliced, 8-Pack Bag",1.0,3.3700,3.3700,3.37,3.3700,yes
2026-02-04,Walmart,"Fresh Banana, Each",8.0,0.19875,1.59,0.19875,,no
2026-02-04,Walmart,"Kodiak Protein-Packed Honey Oat Protein Granola Bag, Ready to Eat, 11 oz",1.0,5.26,5.26,5.26,,no
2026-02-04,Walmart,"Blue Diamond Almonds, Lightly Salted Snack Almonds perfect for lunches and on-the-go, 25 oz.",1.0,11.4800,11.4800,11.48,11.4800,yes
2026-02-04,Walmart,"Hellmann's Real Mayonnaise Rich Creamy Condiment Gluten Free, 20 oz Squeeze Bottle",1.0,5.9700,5.9700,5.97,5.9700,yes
2026-02-04,Walmart,"bubly Sparkling Water, The Super Mario Galaxy Movie Lime, Zero Sugar & Zero Calories, 12 fl oz Cans (8 pack)​",1.0,4.2800,4.2800,4.28,4.2800,yes
2026-02-04,Walmart,"Nature's Own WhiteWheat Healthy White Bread, Sliced White Bread Loaf, 20 oz, Shelf-Stable",1.0,3.6200,3.6200,3.62,3.6200,yes
2026-02-04,Walmart,"Oscar Mayer Turkey Franks Hot Dogs, 16 oz, 10 ct Pack",2.0,3.9700,7.9400,7.94,3.9700,yes
2026-02-04,Walmart,"Crunchmaster Multi-Seed Original Gluten-Free crackers, Party Pack, 7 oz. Bag in Box",1.0,5.9700,5.9700,5.97,5.9700,yes
2026-02-04,Walmart,"Thomas' Light Multi-Grain English Muffins, 6 count, 100 Calories English Muffins, 12 oz Tray",2.0,3.6700,7.3400,7.34,3.6700,yes
2026-02-04,Walmart,"Great Value Colby & Monterey Jack Cheese Snack, 9 oz Bag, 12 Cheese Sticks",2.0,2.5600,5.1200,5.12,2.5600,yes
2026-02-04,Walmart,"Pepperidge Farm Raisin Cinnamon Swirl Breakfast Bread, 16 oz Loaf",1.0,3.4700,3.4700,3.47,3.4700,yes
2026-02-04,Walmart,"Thomas' Plain Mini Bagels, 10 count, Kosher Mini Bagels, 15 oz Bag",2.0,4.8200,9.6400,9.64,4.8200,yes
2026-02-04,Walmart,"Oikos Pro Shots 10g Protein, Mixed Berry Cultured Dairy Drinks Bottles, 3.1 fl oz, 6 Count​",1.0,5.14,5.14,5.14,,no
2026-02-04,Walmart,"Chobani 20G Protein Low-Fat Greek Yogurt Drink, Strawberries and Cream 10 fl oz Bottle, 4 Pack",1.0,8.97,8.97,8.97,,no
2026-02-04,Walmart,"Oikos Triple Zero 17g Protein, 0g Added Sugar, Fat Free Vanilla Greek Yogurt Tub, 32 oz",2.0,12.54,25.08,12.54,,no
2026-02-04,Walmart,"Great Value Whole Vitamin D Milk, Gallon, 128 fl oz",1.0,2.1800,2.1800,2.18,2.1800,yes
2026-02-04,Walmart,"Character Toddler Boy Briefs, 6- Pack, Sizes 2T-4T",1.0,9.9800,9.9800,9.98,9.9800,yes
2026-02-04,Walmart,"Fresh Glorys Cherry Tomatoes, 10 oz Package",1.0,2.7300,2.7300,2.73,2.7300,yes
2026-02-04,Walmart,"Fresh Whole Brown Mushrooms, 8 oz",1.0,2.0400,2.0400,2.04,2.0400,yes
2026-02-04,Walmart,"Fresh Whole Celery Stalk, 1 Each Bag",1.0,1.97,1.97,1.97,,no
2026-02-04,Walmart,Marketside Envy Apples 3 Lb Bag,1.0,5.7300,5.7300,5.73,5.7300,yes
2026-02-09,Walmart,"Fresh Whole Yellow Onion, Each",1.0,0.98,0.98,0.98,,no
2026-02-09,Walmart,"Tostitos Scoops! Tortilla Chips Multigrain, 10 oz Bag",1.0,3.9700,3.9700,3.97,3.9700,yes
2026-02-09,Walmart,"TAZO Classic Chai Latte Black Tea Concentrate, Made from Real Black Tea, 32oz Carton",1.0,5.7200,5.7200,5.72,5.7200,yes
2026-02-09,Walmart,"Kerrygold Grass-Fed Pure Irish Salted Butter Sticks, 8 oz, 2 Sticks",1.0,5.2400,5.2400,5.24,5.2400,yes
2026-02-09,Walmart,"WHOLLY GUACAMOLE Minis Paste, Classic, 12oz, 6 Pack",1.0,4.8800,4.8800,4.88,4.8800,yes
2026-02-09,Walmart,Cabot Creamery Cabot Whole Milk Plain Greek Yogurt 2 lb (Refrigerated  Tub),1.0,4.72,4.72,4.72,,no
2026-02-09,Walmart,"Fresh Lime, Each",1.0,0.25,0.25,0.25,,no
2026-02-09,Walmart,"Great Value Original Sour Cream, 24 oz Tub",1.0,2.7400,2.7400,2.74,2.7400,yes
2026-02-09,Walmart,"Great Value Golden Sweet Whole Kernel Corn, 15 oz",1.0,0.7600,0.7600,0.76,0.7600,yes
2026-02-09,Walmart,"Great Value Black Beans, 15 oz",3.0,0.8600,2.5800,2.58,0.8600,yes
2026-02-09,Walmart,"Great Value Tomato Paste, 6 oz",1.0,0.8600,0.8600,0.86,0.8600,yes
2026-02-09,Walmart,"Great Value Reduced Sodium Gluten-Free Chicken Broth, 32 oz Carton (Shelf-Stable)",3.0,1.5000,4.5000,4.5,1.5000,yes
2026-02-09,Walmart,"Great Value Original Diced Tomatoes with Green Chilies, 10 oz",1.0,0.9600,0.9600,0.96,0.9600,yes
2026-02-09,Walmart,"Great Value Petite Diced Tomatoes in Tomato Juice, 14.5 oz",1.0,0.9600,0.9600,0.96,0.9600,yes
2026-02-09,Walmart,"Fresh Yellow Bell Pepper, Each",1.0,1.48,1.48,1.48,,no
2026-02-09,Walmart,"Great Value Mixed Vegetables, 12 oz Steamable Bag (Frozen)",2.0,0.9800,1.9600,1.96,0.9800,yes
2026-02-09,Walmart,"Perdue Harvestland, Fresh Ground Chicken, 92% Lean 8% Fat, 1 lb. Tray",1.0,3.8400,3.8400,3.84,3.8400,yes
2026-02-09,Walmart,"Sargento® Sliced Muenster Natural Cheese, 11 Slices",2.0,2.9700,5.9400,5.94,2.9700,yes
2026-02-09,Walmart,"Nature's Own WhiteWheat Healthy White Bread, Sliced White Bread Loaf, 20 oz, Shelf-Stable",1.0,3.6200,3.6200,3.62,3.6200,yes
2026-02-09,Walmart,"Freshness Guaranteed Sliced Sourdough Bread Loaf, 24 oz",1.0,4.2400,4.2400,4.24,4.2400,yes
2026-02-09,Walmart,"Great Value Whole Vitamin D Milk, Gallon, 128 fl oz",1.0,2.1800,2.1800,2.18,2.1800,yes
2026-02-09,Walmart,"Coffee mate Harry Potter Butterbeer Flavored Cold Foam Creamer, Gluten Free Creamer 14 oz",1.0,3.9700,3.9700,3.97,3.9700,yes
2026-02-09,Walmart,"Fresh Small Hass Avocados, 5-6 Count Bag",1.0,2.9700,2.9700,2.97,2.9700,yes
2026-02-09,Walmart,"Fresh Red Bell Pepper, 1 Each",1.0,1.48,1.48,1.48,,no
2026-02-09,Walmart,Fresh Whole Russet Potatoes 5 lb Bag,1.0,3.8700,3.8700,3.87,3.8700,yes
2026-02-09,Walmart,Marketside Envy Apples 3 Lb Bag,1.0,5.7300,5.7300,5.73,5.7300,yes
2026-02-09,Walmart,"Perdue Harvestland, Free Range, Fresh Boneless Chicken Breasts, 1.3-1.9 lb. Tray",1.0,10.2000,10.2000,10.2,10.2000,yes
2026-02-09,Walmart,"Fresh Produce, Whole Green Cilantro, 1 Bunch",1.0,0.8300,0.8300,0.83,0.8300,yes
2026-02-11,Walmart,"Fresh Banana, Each",10.0,0.2,2.0,0.2,,no
2026-02-11,Walmart,"PLANTERS Deluxe Honey Roasted Whole Cashews, Sweet and Salty Snacks, Plant Based Protein, 8.25 oz Steel Can",1.0,7.42,7.42,7.42,,no
2026-02-11,Walmart,"Dum Dums Valentines cards for kids classroom, Valentines Party Favors, Original Flavors Lollipops Valentines Candy Bouquets, 8.6 oz, 50 Ct Box",1.0,4.2700,4.2700,4.27,4.2700,yes
2026-02-11,Walmart,"Dixie To Go Disposable Paper Cups, 12 oz, Multi-Color, 36 Count",1.0,7.1800,7.1800,7.18,7.1800,yes
2026-02-11,Walmart,"Thomas' Plain Mini Bagels, 10 count, Kosher Mini Bagels, 15 oz Bag",1.0,4.8200,4.8200,4.82,4.8200,yes
2026-02-11,Walmart,"Great Value Turkey Pepperoni Slices, 5 oz",1.0,2.9200,2.9200,2.92,2.9200,yes
2026-02-11,Walmart,"Great Value Uncooked Original Breakfast Pork Sausage Links, 12 oz Package",2.0,2.4200,4.8400,4.84,2.4200,yes
2026-02-11,Walmart,"Horizon Organic Half and Half Carton, 32 fl oz​",1.0,5.1400,5.1400,5.14,5.1400,yes
2026-02-11,Walmart,"Horizon Organic Real Dairy Homestyle Vanilla Coffee Creamer Carton, 24 fl oz",1.0,5.7700,5.7700,5.77,5.7700,yes
2026-02-11,Walmart,"Fresh Glorys Cherry Tomatoes, 10 oz Package",1.0,2.7300,2.7300,2.73,2.7300,yes
2026-02-16,Walmart,"Dr Teal's Pure Epsom Salt Soak, Therapeutic, Fragrance Free, 6 lbs",2.0,5.7400,11.4800,11.48,5.7400,yes
2026-02-16,Walmart,"Fresh Whole Yellow Onion, Each",1.0,0.79,0.79,0.79,,no
2026-02-16,Walmart,"Fresh Slicing Tomato, Each",1.0,1.25,1.25,1.25,,no
2026-02-16,Walmart,"Kodiak Protein-Packed Honey Oat Protein Granola Bag, Ready to Eat, 11 oz",1.0,5.26,5.26,5.26,,no
2026-02-16,Walmart,"Blue Diamond Almonds, Lightly Salted Snack Almonds perfect for lunches and on-the-go, 25 oz.",1.0,11.4800,11.4800,11.48,11.4800,yes
2026-02-16,Walmart,"TAZO Classic Chai Latte Black Tea Concentrate, Made from Real Black Tea, 32oz Carton",1.0,5.7200,5.7200,5.72,5.7200,yes
2026-02-16,Walmart,Fleischmann's Classic Bread Machine Instant Yeast 4 oz Jar.,1.0,5.4800,5.4800,5.48,5.4800,yes
2026-02-16,Walmart,"Great Value No Stir Creamy Natural Peanut Butter Spread, 40 oz",1.0,3.9800,3.9800,3.98,3.9800,yes
2026-02-16,Walmart,"Hellmann's Real Mayonnaise Rich Creamy Condiment Gluten Free, 20 oz Squeeze Bottle",1.0,5.9700,5.9700,5.97,5.9700,yes
2026-02-16,Walmart,"Wonderful Pistachios No Shells Roasted & Salted Nuts, 12 Ounce Bag",1.0,11.8400,11.8400,11.84,11.8400,yes
2026-02-16,Walmart,"Great Value Dried Philippine Mango, 6 oz",1.0,4.3700,4.3700,4.37,4.3700,yes
2026-02-16,Walmart,"Classico Signature Recipes Traditional Pizza Sauce, 14 oz Jar",1.0,2.9700,2.9700,2.97,2.9700,yes
2026-02-16,Walmart,"Goya Artichoke Hearts, 6 oz",1.0,2.0800,2.0800,2.08,2.0800,yes
2026-02-16,Walmart,"Marketside Organic Baby Arugula Salad, 5 oz Clam Shell (Fresh)",1.0,2.6600,2.6600,2.66,2.6600,yes
2026-02-16,Walmart,"Great Value Canned Pineapple Tidbits, 20 oz",1.0,1.6200,1.6200,1.62,1.6200,yes
2026-02-16,Walmart,"Smithfield Hickory Smoked Bacon, 16 oz, Gluten-Free, No MSG",1.0,5.9700,5.9700,5.97,5.9700,yes
2026-02-16,Walmart,"Great Value Italian Style Finely Shredded Cheese, 16 oz Bag",2.0,3.4800,6.9600,6.96,3.4800,yes
2026-02-16,Walmart,"Great Value Wide Egg Noodles, 16 oz",1.0,1.7400,1.7400,1.74,1.7400,yes
2026-02-16,Walmart,"Great Value Fully Cooked Turkey Meatballs, 32 oz, Approximately 64 Meatballs (Frozen)",1.0,11.4700,11.4700,11.47,11.4700,yes
2026-02-16,Walmart,"Great Value Heavy Whipping Cream, 16 oz Carton",1.0,2.9600,2.9600,2.96,2.9600,yes
2026-02-16,Walmart,"Great Value Gluten-Free Beef Broth, 32 oz Carton (Shelf-Stable)",1.0,1.2700,1.2700,1.27,1.2700,yes
